name,salary_from,salary_to,salary_currency,area_name,published_at
Менеджер офиса оператор по закупке,40000.0,,RUR,Пенза,2022-12-07T13:09:41+0300
QA-инженер (Automation) в команду Billing,,,,Москва,2022-12-07T17:42:00+0300
Руководитель группы IT инфраструктуры,,,,Москва,2022-12-07T12:17:04+0300
Оператор 1С / Аналитик товарных запасов/,60000.0,65000.0,RUR,Москва,2022-12-07T13:26:04+0300
Сварщик,120000.0,150000.0,RUR,Волгоград,2022-12-07T16:26:08+0300
Руководитель транспортного отдела,,,,Екатеринбург,2022-12-07T14:25:44+0300
Токарь 5-6 разряда,,,,Оренбург,2022-12-07T15:58:16+0300
Редактор соцсетей / SMM-редактор / Журналист,30000.0,45000.0,RUR,Тюмень,2022-12-07T13:02:09+0300
Инженер по безопасности дорожного движения,180000.0,180000.0,RUR,Красноярск,2022-12-07T14:00:03+0300
Дизайнер в IT-компанию (удаленно),,,,Ростов-на-Дону,2022-12-07T16:00:42+0300
Токарь 5-6 разряда,,,,Иваново (Ивановская область),2022-12-07T15:58:16+0300
Senior Qa инженер,,,,Москва,2022-12-07T15:17:03+0300
Старший аналитик,,,,Москва,2022-12-07T17:15:36+0300
Специалист по внедрению и развитию корпоративных бизнес-приложений,,,,Москва,2022-12-07T16:31:13+0300
Оператор гибочного станка,30000.0,40000.0,RUR,Саратов,2022-12-07T12:15:34+0300
Механик по ремонту спецтехники,90000.0,,RUR,Кемерово,2022-12-07T12:20:52+0300
Механик,130000.0,,RUR,Уфа,2022-12-07T13:08:56+0300
Директор Аналитического центра,,,,Алматы,2022-12-07T15:34:15+0300
SQL Developer,,,,Минск,2022-12-07T14:46:36+0300
Контролер радиоэлектроники,67500.0,,RUR,Москва,2022-12-07T17:31:01+0300
Python разработчик,,,,Москва,2022-12-07T17:45:25+0300
Оператор Наладчик станков С ПУ (микроскоп),170000.0,,RUR,Уфа,2022-12-07T14:17:25+0300
Graphic Designer (Middle/Middle+),60000.0,,RUR,Санкт-Петербург,2022-12-07T16:02:01+0300
Токарь в г. Магнитогорск,110000.0,110000.0,RUR,Сим,2022-12-07T13:51:10+0300
Механик автоколонны,,,,Белгород,2022-12-07T14:52:26+0300
Начальник отдела разработки,,,,Санкт-Петербург,2022-12-07T16:13:10+0300
Менеджер проекта,70000.0,,RUR,Курск,2022-12-07T17:13:17+0300
Технический директор завода,,,,Белая Калитва,2022-12-07T12:32:08+0300
Senior DevOps инженер,,,,Москва,2022-12-07T12:47:32+0300
Начальник автоколонны,100000.0,,RUR,Набережные Челны,2022-12-07T16:32:24+0300
Оператор фрезерных станков с ЧПУ,60000.0,,RUR,Новосибирск,2022-12-07T13:01:40+0300
Главный механик по транспорту,80000.0,,RUR,Новомосковск (Тульская область),2022-12-07T17:49:04+0300
Руководитель проекта (E-commerce),,300000.0,RUR,Москва,2022-12-07T12:13:03+0300
Программист,,,,Москва,2022-12-07T15:18:16+0300
Data engineer,,,,Москва,2022-12-07T14:27:04+0300
Главный специалист службы поддержки пользователей,,,,Волгоград,2022-12-07T14:57:46+0300
Специалист технической поддержки,30000.0,40000.0,RUR,Санкт-Петербург,2022-12-07T14:15:47+0300
Руководитель направления коммерческими товарами,,,,Москва,2022-12-07T15:45:49+0300
Процессный Аналитик / Методолог,,,,Москва,2022-12-07T17:15:27+0300
Менеджер по клиническим исследованиям/ Clinical Research Manager,,,,Москва,2022-12-07T12:13:22+0300
Электромонтер/Монтажник связи в интернет-компанию,,100000.0,RUR,Новый Уренгой,2022-12-07T15:30:24+0300
Системный администратор,20000.0,30000.0,RUR,Махачкала,2022-12-07T17:27:08+0300
Станочник широкого профиля (оборонный завод),,,,Челябинск,2022-12-07T14:42:16+0300
Токарь-универсал,72000.0,110000.0,RUR,Санкт-Петербург,2022-12-07T12:00:08+0300
Эксперт (аналитик) группы мониторинга и реагирования на инциденты,,,,Москва,2022-12-07T13:08:05+0300
Инженер сопровождения продукта (L3),,,,Москва,2022-12-07T17:11:23+0300
Главный программист отдела программирования,,,,Москва,2022-12-07T13:00:23+0300
Chief technical officer (CTO) / Tech Lead,,,,Москва,2022-12-07T16:30:31+0300
Инженер SOC,,,,Москва,2022-12-07T12:01:50+0300
Дизайнер,40000.0,,RUR,Воронеж,2022-12-07T15:15:58+0300
Senior Data Engineer,250000.0,300000.0,RUR,Новосибирск,2022-12-07T12:58:40+0300
Middle/senior IOS developer,,,,Москва,2022-12-07T13:12:10+0300
Оператор станков с ПУ,129000.0,,RUR,Екатеринбург,2022-12-07T15:02:46+0300
Data Engineer,,,,Москва,2022-12-07T15:36:32+0300
Токарь 5-6 разряда,,,,Нижний Новгород,2022-12-07T15:58:16+0300
Администратор банковских приложений,40000.0,60000.0,RUR,Ростов-на-Дону,2022-12-07T13:46:56+0300
Программист,50000.0,50000.0,RUR,Воронеж,2022-12-07T16:24:55+0300
Гейм-дизайнер,,,,Москва,2022-12-07T13:11:15+0300
Инженер по ремонту электроники (цифровая измерительная техника),55000.0,70000.0,RUR,Москва,2022-12-07T13:24:06+0300
Сервисный инженер/механик,60000.0,,RUR,Москва,2022-12-07T16:22:39+0300
Механик по выпуску транспорта,60000.0,,RUR,Крымск,2022-12-07T15:56:07+0300
Инженер-программист,58000.0,,RUR,Севастополь,2022-12-07T15:23:27+0300
Специалист техподдержки,,95500.0,RUR,Москва,2022-12-07T16:17:05+0300
Специалист по бережливому производству,,,,Аксай (Ростовская область),2022-12-07T16:28:53+0300
Разработчик 1С,160000.0,220000.0,RUR,Москва,2022-12-07T14:38:20+0300
Менеджер по ИТ,53000.0,,RUR,Рязань,2022-12-07T14:45:46+0300
Инженер по ремонту,81900.0,81900.0,RUR,Икша,2022-12-07T15:20:34+0300
Модератор,25000.0,50000.0,RUR,Екатеринбург,2022-12-07T12:06:12+0300
Инженер-механик,,,,Петропавловск,2022-12-07T12:41:00+0300
Программист,90000.0,130000.0,RUR,Санкт-Петербург,2022-12-07T13:30:54+0300
Дежурный инженер в направление мониторинга,,,,Москва,2022-12-07T16:37:06+0300
Оператор станка с ЧПУ,250000.0,,KZT,Актау,2022-12-07T13:11:43+0300
Токарь в г. Магнитогорск,110000.0,110000.0,RUR,Магнитогорск,2022-12-07T13:51:10+0300
Менеджер IT-проектов,,,,Москва,2022-12-07T12:37:34+0300
Эксперт-аналитик контроля качества продаж,65000.0,,RUR,Киров (Кировская область),2022-12-07T16:55:10+0300
Слесарь-инструментальщик,55000.0,75000.0,RUR,Ростов-на-Дону,2022-12-07T16:28:22+0300
Golang разработчик Middle / Middle +,100000.0,280000.0,RUR,Москва,2022-12-07T16:32:21+0300
Дизайнер,28000.0,,RUR,Омск,2022-12-07T13:49:05+0300
Корреспондент (телеканала РБК-Уфа),,,,Уфа,2022-12-07T14:01:34+0300
UI/UX Дизайнер,,,,Минск,2022-12-07T12:14:45+0300
Дизайнер,,27000.0,RUR,Бугульма,2022-12-07T17:38:31+0300
Digital tool expert,,,,Москва,2022-12-07T12:43:06+0300
Консультант службы поддержки 1С (24/7),,,,Санкт-Петербург,2022-12-07T13:59:26+0300
Токарь 5-6 разряда,,,,Томск,2022-12-07T15:58:16+0300
Руководитель направления коммерческими товарами,150000.0,200000.0,RUR,Саратов,2022-12-07T15:45:52+0300
QA automation engineer (middle+),,,,Санкт-Петербург,2022-12-07T15:39:23+0300
Специалист технической поддержки,40000.0,60000.0,RUR,Москва,2022-12-07T16:41:05+0300
Арт-директор,70000.0,90000.0,RUR,Миасс,2022-12-07T13:48:06+0300
Токарь-универсал,125000.0,,RUR,Чита,2022-12-07T15:10:18+0300
SRE-cпециалист,,,,Саратов,2022-12-07T16:39:39+0300
Full-stack разработчик,,,,Санкт-Петербург,2022-12-07T15:08:41+0300
Оператор ЧПУ,40000.0,,RUR,Рязань,2022-12-07T14:37:24+0300
Руководитель проектного отдела,,,,Москва,2022-12-07T15:33:43+0300
Lead Product Designer,,,,Москва,2022-12-07T13:46:01+0300
Специалист по обслуживанию Дата-центра,,50000.0,RUR,Березники,2022-12-07T16:36:43+0300
Специалист по работе с федеральными клиентами (без продаж),30000.0,35000.0,RUR,Пермь,2022-12-07T12:20:59+0300
Оператор станков с ЧПУ (лазерная резка),66700.0,73400.0,RUR,Москва,2022-12-07T14:40:41+0300
Журналист (корреспондент),,,,Москва,2022-12-07T16:10:44+0300
2D Motion designer,,,,Санкт-Петербург,2022-12-07T16:58:31+0300
Бизнес-аналитик / Business Analyst,,,,Москва,2022-12-07T13:32:37+0300
Инженер-программист (Backend-разработчик С++),,,,Москва,2022-12-07T14:12:04+0300
Product Owner (Алгоритмы управления товаром),,,,Москва,2022-12-07T14:01:57+0300
Токарь-расточник,135000.0,,RUR,Уфа,2022-12-07T15:50:34+0300
"Mobile developer Middle (React, React Native)",100000.0,,RUR,Москва,2022-12-07T15:56:46+0300
Frontend React/VueJS developer,160000.0,220000.0,RUR,Екатеринбург,2022-12-07T16:22:46+0300
Старший инженер системы мониторинга,,,,Москва,2022-12-07T16:39:00+0300
Менеджер по продукту (Уход за кожей),,,,Москва,2022-12-07T13:46:39+0300
Специалист по интеграции данных,,,,Ташкент,2022-12-07T15:38:06+0300
Специалист по информационной безопасности,40000.0,,RUR,Нижний Новгород,2022-12-07T14:18:46+0300
Токарь,115000.0,,RUR,Навашино,2022-12-07T13:02:51+0300
Java разработчик (трайб Credit Cards),,,,Москва,2022-12-07T13:07:00+0300
Бизнес-аналитик (по разработке ПО),,,,Санкт-Петербург,2022-12-07T13:25:46+0300
Специалист колл-центра в Яндекс.Такси со знанием кыргызского языка,,,,Бишкек,2022-12-07T15:01:39+0300
Руководитель отдела IT,120000.0,,RUR,Белгород,2022-12-07T15:43:49+0300
Программист 1С,,,,Москва,2022-12-07T16:41:58+0300
Технический специалист,,,,Санкт-Петербург,2022-12-07T15:48:17+0300
Инженер технической поддержки,63000.0,63000.0,RUR,Апрелевка,2022-12-07T16:15:25+0300
Ведущий инженер технической поддержки,,,,Москва,2022-12-07T13:37:23+0300
Станочник широкого профиля,90000.0,,RUR,Уфа,2022-12-07T14:37:41+0300
DevOps (администрирование Linux),,,,Москва,2022-12-07T16:04:00+0300
Инженер по испытаниям,80000.0,,RUR,Москва,2022-12-07T13:29:39+0300
Frontend React/VueJS developer,160000.0,220000.0,RUR,Пермь,2022-12-07T16:22:46+0300
Станочник широкого профиля,90000.0,,RUR,Екатеринбург,2022-12-07T14:37:41+0300
Специалист технической поддержки,69000.0,,RUR,Санкт-Петербург,2022-12-07T17:09:58+0300
Наладчик технологического оборудования,,80000.0,RUR,Зеленоград,2022-12-07T15:49:31+0300
Менеджер проектов/Project manager,,,,Санкт-Петербург,2022-12-07T17:59:18+0300
Java Developer (Middle+/Senior),,,,Санкт-Петербург,2022-12-07T15:01:27+0300
Оператор станков с ПУ,,,,Электросталь,2022-12-07T16:53:15+0300
Токарь 5-6 разряда,,,,Кемерово,2022-12-07T15:58:16+0300
Системный аналитик,,,,Москва,2022-12-07T15:15:58+0300
Редактор-корректор,55000.0,,RUR,Зеленоград,2022-12-07T16:04:47+0300
Токарь-расточник,50000.0,,RUR,Челябинск,2022-12-07T13:52:07+0300
Технический писатель,30000.0,50000.0,RUR,Уфа,2022-12-07T14:59:35+0300
Аналитик 1С,,,,Иваново (Ивановская область),2022-12-07T12:49:05+0300
Менеджер проекта,,,,Москва,2022-12-07T14:56:31+0300
Электромеханик,70000.0,,RUR,Санкт-Петербург,2022-12-07T14:37:36+0300
Токарь-универсал 5 разряда,51000.0,55000.0,RUR,Инта,2022-12-07T15:02:58+0300
Специалист IT,85000.0,85000.0,RUR,Санкт-Петербург,2022-12-07T12:58:17+0300
Директор по девелопменту,,,,Екатеринбург,2022-12-07T14:33:42+0300
Data Analyst,,,,Минск,2022-12-07T15:54:26+0300
Системный аналитик,150.0,,RUR,Тула,2022-12-07T16:23:17+0300
Middle 3D Artist Marketing (Удалённо),,,,Москва,2022-12-07T13:07:12+0300
PHP Developer,,,,Ульяновск,2022-12-07T17:21:05+0300
Руководитель проектов,,,,Екатеринбург,2022-12-07T14:32:32+0300
Товарный аналитик,138000.0,,RUR,Москва,2022-12-07T15:28:33+0300
Токарь,22100.0,32500.0,RUR,Орел,2022-12-07T12:15:00+0300
Разработчик C#,,,,Москва,2022-12-07T12:41:59+0300
Сетевой инженер / администратор,,,,Санкт-Петербург,2022-12-07T17:10:11+0300
Оператор станков с ЧПУ (DMG/DMU + стойка Siеmens),,,,Санкт-Петербург,2022-12-07T15:20:58+0300
Инженер отдела технической поддержки оборудования,40000.0,,RUR,Набережные Челны,2022-12-07T13:04:37+0300
Эксперт по разработке нормативной документации (информационная безопасность),,,,Пермь,2022-12-07T17:19:53+0300
Math Libraries Engineer,,,,Москва,2022-12-07T17:40:47+0300
Старший дизайнер интерфейсов в команду развития дебетовых карт,,,,Москва,2022-12-07T13:45:35+0300
Аналитик по прогнозированию спроса,,,,Москва,2022-12-07T13:26:49+0300
Специалист по информационным технологиям,60000.0,,RUR,Выкса,2022-12-07T12:46:16+0300
Senior/Middle QA Engineer,,,,Москва,2022-12-07T12:40:26+0300
Токарь в г. Магнитогорск,110000.0,110000.0,RUR,Набережные Челны,2022-12-07T13:51:10+0300
Продуктовый аналитик в Учебник,,,,Москва,2022-12-07T13:52:57+0300
Lead UX/UI designer,,,,Москва,2022-12-07T15:26:32+0300
Станочник широкого профиля,120000.0,,RUR,Екатеринбург,2022-12-07T15:31:08+0300
Бизнес-аналитик,,,,Москва,2022-12-07T12:16:31+0300
Журналист в корпоративную газету Монди СЛПК,,50000.0,RUR,Сыктывкар,2022-12-07T17:53:18+0300
Руководитель направления (Базовая инфраструктура),,,,Москва,2022-12-07T15:16:32+0300
Аналитик HTML,,,,Москва,2022-12-07T15:19:05+0300
Инженер технической поддержки,63000.0,63000.0,RUR,Наро-Фоминск,2022-12-07T16:15:09+0300
Главный менеджер-аналитик,,,,Москва,2022-12-07T17:28:09+0300
Системный аналитик,200000.0,,RUR,Москва,2022-12-07T16:24:37+0300
Сварщик,120000.0,150000.0,RUR,Самара,2022-12-07T16:26:26+0300
Руководитель команды разработки\Technical Unit lead,,,,Москва,2022-12-07T15:30:02+0300
Системный администратор,46000.0,46000.0,RUR,Туапсе,2022-12-07T16:55:42+0300
Бизнес-аналитик (dom.ru),,,,Москва,2022-12-07T12:10:38+0300
Golang developer (middle),,,,Санкт-Петербург,2022-12-07T12:58:53+0300
Токарь,45000.0,55000.0,RUR,Саратов,2022-12-07T12:49:44+0300
Специалист по бережливому производству,,,,Новочеркасск,2022-12-07T16:28:53+0300
"Middle/Senior Frontend Developer (React) (работа в офисе, не удаленно)",80000.0,,RUR,Томск,2022-12-07T12:32:13+0300
Механик по ремонту спецтехники,90000.0,,RUR,Красноярск,2022-12-07T12:20:52+0300
Оператор-наладчик,60000.0,75000.0,RUR,Красногорск,2022-12-07T12:59:22+0300
Ведущий инженер-программист (микроконтроллеры),,,,Рубцовск,2022-12-07T13:02:50+0300
Наладчик технологического оборудования,75000.0,100000.0,RUR,Москва,2022-12-07T15:47:13+0300
Токарь-универсал (1К62),45000.0,,RUR,Челябинск,2022-12-07T13:52:08+0300
"Разработчик C++ \ математик-алгоритмист (computer vision, 3D)",100000.0,150000.0,RUR,Нижний Новгород,2022-12-07T16:42:23+0300
Инженер по обслуживанию POS-терминалов,30000.0,,RUR,Саратов,2022-12-07T17:20:15+0300
IT-директор (Руководитель IT-отдела),70000.0,150000.0,RUR,Сочи,2022-12-07T14:45:53+0300
Системный администратор,55000.0,,RUR,Санкт-Петербург,2022-12-07T13:48:01+0300
Редактор английского языка,,,,Новосибирск,2022-12-07T14:40:38+0300
Разработчик SQL,,,,Москва,2022-12-07T14:11:54+0300
Технический специалист,30000.0,,RUR,Иловля,2022-12-07T17:37:59+0300
Старший бизнес-аналитик,,,,Москва,2022-12-07T17:44:02+0300
Программист 1С (удалённо),,150000.0,RUR,Новосибирск,2022-12-07T13:44:33+0300
Оператор ЧПУ (плазменная резка),40000.0,,RUR,Челябинск,2022-12-07T13:52:07+0300
Сварщик,120000.0,150000.0,RUR,Тюмень,2022-12-07T16:26:46+0300
Специалист технической поддержки (Отдел информационных технологий),35000.0,,RUR,Набережные Челны,2022-12-07T13:14:01+0300
Руководитель проекта/Специалист информационного центра,39000.0,52000.0,RUR,Краснодар,2022-12-07T12:57:58+0300
Руководитель ИТ-проектов ( автоматизация HR ),,,,Москва,2022-12-07T15:12:05+0300
Android разработчик,,,,Москва,2022-12-07T13:11:00+0300
Разработчик программного обеспечения,,,,Ташкент,2022-12-07T12:43:33+0300
Оператор станков с ПУ,129000.0,,RUR,Мичуринск,2022-12-07T15:02:46+0300
Инженер-программист Delphi для ОС Astra Linux.,100000.0,150000.0,RUR,Москва,2022-12-07T13:05:18+0300
Менеджер проектов (Аккредитованная IT компания),100000.0,,RUR,Новосибирск,2022-12-07T13:02:28+0300
Специалист в отдел разработки ПО,,,,Москва,2022-12-07T15:11:40+0300
Токарь 5-6 разряда,,,,Курск,2022-12-07T15:58:16+0300
DevOps-инженер,,,,Москва,2022-12-07T13:43:35+0300
Механик холодильного оборудования,80000.0,80000.0,RUR,Щелково,2022-12-07T14:04:26+0300
Бизнес-аналитик,,,,Москва,2022-12-07T15:34:23+0300
Руководитель по стратегическим проектам (горнодобывающий сектор),,,,Москва,2022-12-07T12:52:16+0300
Менеджер по отчетности,,,,Москва,2022-12-07T14:36:15+0300
Руководитель проектов по консалтингу (Цифровизация производственных предприятий),200000.0,,RUR,Уфа,2022-12-07T16:23:46+0300
Руководитель группы маркетинговых аналитиков,,,,Москва,2022-12-07T13:51:45+0300
Ведущий программист 1С,,,,Москва,2022-12-07T16:42:06+0300
Автоматизатор тестирования,,,,Москва,2022-12-07T16:31:18+0300
Главный системный администратор,,,,Москва,2022-12-07T13:13:13+0300
Product Manager (gambling),,,,Минск,2022-12-07T15:43:59+0300
Специалист отдела технической поддержки (ЭДО),100000.0,,RUR,Зеленоград,2022-12-07T12:48:25+0300
Директор по девелопменту,,,,Тюмень,2022-12-07T14:33:42+0300
Инженер по обслуживанию системы ОПС,40000.0,70000.0,RUR,Ростов-на-Дону,2022-12-07T15:49:37+0300
Senior Backend developer,,,,Новосибирск,2022-12-07T13:15:25+0300
Станочник широкого профиля,90000.0,,RUR,Пермь,2022-12-07T14:37:41+0300
Биллинг-менеджер,60000.0,,RUR,Екатеринбург,2022-12-07T17:28:48+0300
Технический писатель,,,,Москва,2022-12-07T12:21:04+0300
Токарь,120000.0,130000.0,RUR,Улан-Удэ,2022-12-07T17:50:59+0300
Токарь 5-6 разряда,,,,Пермь,2022-12-07T15:58:16+0300
Менеджер проекта,70000.0,,RUR,Тамбов,2022-12-07T17:13:17+0300
Токарь,40000.0,,RUR,Челябинск,2022-12-07T14:42:38+0300
Механик по ремонту спецтехники,90000.0,,RUR,Анжеро-Судженск,2022-12-07T12:20:52+0300
Аналитик по информационной безопасности,,,,Москва,2022-12-07T17:29:01+0300
Программист 1С,,200000.0,RUR,Санкт-Петербург,2022-12-07T12:42:27+0300
Ведущий инженер технологического отдела информатизации,42000.0,,RUR,Ижевск,2022-12-07T16:41:28+0300
Инженер IDM,,,,Москва,2022-12-07T12:01:49+0300
Lead UX/UI designer,,,,Краснодар,2022-12-07T15:26:32+0300
Специалист по сопровождению программного обеспечения 1С,,,,Гродно,2022-12-07T17:23:50+0300
Специалист по ремонту электро-бензоинструмента,80000.0,,RUR,Подольск (Московская область),2022-12-07T12:04:22+0300
Разработчик BI в команду BIT,,,,Красноярск,2022-12-07T12:39:25+0300
Старший аналитик по управлению риском ликвидности,,,,Москва,2022-12-07T13:47:05+0300
Консультант службы поддержки пользователей,13000.0,33800.0,RUR,Ульяновск,2022-12-07T13:32:51+0300
Токарь 5-6 разряда,,,,Брянск,2022-12-07T15:58:16+0300
Оператор станков с ПУ,65000.0,,RUR,Набережные Челны,2022-12-07T15:27:49+0300
Токарь 5-6 разряда,,,,Киров (Кировская область),2022-12-07T15:58:16+0300
Программист 1C8,,200000.0,RUR,Москва,2022-12-07T17:34:33+0300
Руководитель проектов по консалтингу (Цифровизация производственных предприятий),200000.0,,RUR,Самара,2022-12-07T16:23:39+0300
Дизайнер мебели,60000.0,300000.0,RUR,Кемерово,2022-12-07T14:53:53+0300
Руководитель направления по работе с технологическими партнерами,,,,Москва,2022-12-07T17:02:15+0300
Сварщик,120000.0,150000.0,RUR,Ростов-на-Дону,2022-12-07T16:26:40+0300
Наладчик производственного оборудования,35000.0,40000.0,RUR,Волгоград,2022-12-07T16:56:25+0300
Начальник отдела информационных технологий,35000.0,35000.0,RUR,Ставрополь,2022-12-07T14:50:40+0300
Токарь 5-6 разряда,,,,Саратов,2022-12-07T15:58:16+0300
Тестировщик мобильных приложений,,,,Санкт-Петербург,2022-12-07T17:03:28+0300
Сервисный инженер/наладчик ЧПУ (металлообработка),70000.0,150000.0,RUR,Омск,2022-12-07T14:44:39+0300
Инженер-системный программист,55000.0,,RUR,Полевской,2022-12-07T15:17:16+0300
Инженер по ремонту,81900.0,81900.0,RUR,Зеленоград,2022-12-07T15:20:34+0300
Системный аналитик 1С,,,,Москва,2022-12-07T16:33:47+0300
Специалист технической поддержки клиентов (Удаленно),32000.0,,RUR,Саратов,2022-12-07T16:55:09+0300
Ведущий аналитик отдела ресурсного планирования,,,,Москва,2022-12-07T14:38:32+0300
Токарь в г. Магнитогорск,110000.0,110000.0,RUR,Уфа,2022-12-07T13:51:10+0300
Технолог (Участок лазерной резки),70000.0,,RUR,Санкт-Петербург,2022-12-07T17:07:11+0300
DevOps инженер,,,,Москва,2022-12-07T17:04:32+0300
Радиомонтажник,60000.0,,RUR,Зеленоград,2022-12-07T15:23:17+0300
Ведущий специалист поддержки пользователей,,,,Алматы,2022-12-07T13:37:11+0300
Оператор станков с ЧПУ (лазерные комплексы),50000.0,,RUR,Санкт-Петербург,2022-12-07T14:57:06+0300
Технический эксперт по продуктам информационной безопасности,200000.0,350000.0,RUR,Москва,2022-12-07T12:01:50+0300
Токарь 4 разряда-5 разряда,45000.0,,RUR,Тула,2022-12-07T17:35:50+0300
Инженер Проектов Автоматизации (Внедрение автоматизации HoReCa),80000.0,100000.0,RUR,Санкт-Петербург,2022-12-07T16:48:13+0300
Инженер монтажник систем видеонаблюдения/IT специалист слаботочных систем,85000.0,120000.0,RUR,Домодедово,2022-12-07T12:38:13+0300
Консультант службы поддержки пользователей,13000.0,33800.0,RUR,Пушкино (Московская область),2022-12-07T15:09:07+0300
Специалист технической поддержки (1 линия),,,,Новосибирск,2022-12-07T15:09:22+0300
Токарь-расточник,135000.0,,RUR,Москва,2022-12-07T15:50:34+0300
Системный администратор,,,,Казань,2022-12-07T16:58:50+0300
SQL разработчик,,,,Вологда,2022-12-07T17:22:43+0300
Middle+ Python Developer,100000.0,,RUR,Москва,2022-12-07T17:00:31+0300
Токарь в г. Магнитогорск,110000.0,110000.0,RUR,Екатеринбург,2022-12-07T13:51:10+0300
Станочник широкого профиля,120000.0,,RUR,Пермь,2022-12-07T15:31:08+0300
Инженер средств радио и телевидения,60000.0,60000.0,RUR,Москва,2022-12-07T16:36:57+0300
Оператор гибочного пресса с ЧПУ (гибщик),70000.0,105000.0,RUR,Зеленоград,2022-12-07T17:09:02+0300
Менеджер проекта,70000.0,,RUR,Липецк,2022-12-07T17:13:17+0300
C/C++ developer (Linux/Android),,,,Москва,2022-12-07T12:43:42+0300
Системный аналитик,,,,Москва,2022-12-07T16:45:47+0300
Механик транспортного отдела (Тутаев),50000.0,,RUR,Ярославль,2022-12-07T17:45:54+0300
IT Software Tester/Тестер в Программного Обеспечение,,,,Ташкент,2022-12-07T12:43:58+0300
Администратор баз данных (PostgreSQL),,,,Москва,2022-12-07T17:04:29+0300
Специалист технической поддержки,30000.0,80000.0,RUR,Уфа,2022-12-07T15:13:37+0300
Токарь в г. Магнитогорск,110000.0,110000.0,RUR,Чебаркуль,2022-12-07T13:51:10+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Владимир,2022-12-07T14:39:52+0300
Корпоративный архитектор по направлению SberUser,,,,Москва,2022-12-07T15:56:15+0300
Программист 1С,200000.0,,RUR,Москва,2022-12-07T16:44:23+0300
Копирайтер в онлайн-школу (удаленно),,55000.0,RUR,Санкт-Петербург,2022-12-07T12:03:49+0300
Технический специалист (IT),230000.0,330000.0,KZT,Астана,2022-12-07T12:04:16+0300
Механик по выпуску автотранспорта,,,,Ставрополь,2022-12-07T12:54:37+0300
PHP Developer,,,,Смоленск,2022-12-07T17:21:00+0300
Инженер программист (1С),,,,Каменск-Уральский,2022-12-07T15:43:58+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Самара,2022-12-07T14:39:51+0300
Ведущий бизнес-аналитик,200000.0,270000.0,RUR,Санкт-Петербург,2022-12-07T15:15:52+0300
Инженер технической поддержки ЦФТ - Банк (2-я линия) (удаленно),,,,Новосибирск,2022-12-07T15:08:12+0300
Сервисный инженер / Инженер техподдержки,,40000.0,RUR,Астрахань,2022-12-07T15:31:08+0300
Инженер-электроник,18000.0,28000.0,RUR,Уфа,2022-12-07T14:13:15+0300
Шлифовщик,45000.0,75000.0,RUR,Саратов,2022-12-07T14:46:30+0300
Консультант по 1С ERP,,350000.0,RUR,Москва,2022-12-07T17:09:08+0300
Начальник ИТО (инженерно-технический отдел),300000.0,400000.0,KZT,Караганда,2022-12-07T15:18:51+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Краснодар,2022-12-07T14:39:52+0300
Токарь 5-6 разряда,,,,Новосибирск,2022-12-07T15:58:16+0300
Токарь 5-6 разряда,,,,Липецк,2022-12-07T15:58:16+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Екатеринбург,2022-12-07T14:39:51+0300
Станочник широкого профиля,95000.0,,RUR,Челябинск,2022-12-07T14:37:41+0300
Support Specialist (со знанием армянского языка),,,,Армения,2022-12-07T16:59:38+0300
Сервисный инженер (электроника),100000.0,140000.0,RUR,Москва,2022-12-07T16:38:19+0300
Начальник ремонтно - механическими мастерскими,55000.0,60000.0,RUR,Боровск,2022-12-07T12:43:11+0300
Редактор английского языка,,,,Саратов,2022-12-07T14:40:38+0300
Техник - универсал (вентиляция и кондиционирование),70000.0,70000.0,RUR,Ногинск,2022-12-07T17:17:25+0300
Инженер сопровождения продукта (L3),,,,Санкт-Петербург,2022-12-07T17:13:44+0300
Junior Дата инженер,,,,Москва,2022-12-07T13:38:48+0300
Редактор английского языка,,,,Москва,2022-12-07T14:40:38+0300
Токарь в г. Магнитогорск,110000.0,110000.0,RUR,Челябинск,2022-12-07T13:51:10+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Уфа,2022-12-07T14:39:51+0300
Руководитель E-commerce,,,,Минск,2022-12-07T12:06:32+0300
Механик,30000.0,33000.0,RUR,Нехаевская,2022-12-07T15:43:17+0300
Оператор станков с ПУ (ученик),,,,Чайковский,2022-12-07T14:14:04+0300
Специалист по тестированию и сопровождению программного обеспечения,80000.0,100000.0,RUR,Москва,2022-12-07T16:30:42+0300
Выездной инженер технической поддержки,45000.0,,RUR,Лиски,2022-12-07T13:49:05+0300
Системный аналитик 1С (г. Лобня),120000.0,150000.0,RUR,Москва,2022-12-07T15:41:35+0300
Токарь,105000.0,143000.0,RUR,Екатеринбург,2022-12-07T14:09:40+0300
Тракторист - механизатор,65000.0,,RUR,Звенигород,2022-12-07T14:15:58+0300
Наладчик станков и манипуляторов с программным управлением,,,,Великий Новгород,2022-12-07T14:41:10+0300
Токарь-расточник,135000.0,,RUR,Екатеринбург,2022-12-07T15:50:34+0300
