name,salary_from,salary_to,salary_currency,area_name,published_at
Ведущий системный администратор систем мониторинга,,,,Ростов-на-Дону,2022-12-07T17:46:59+0300
Специалист по ремонту электро-бензоинструмента,80000.0,,RUR,Видное,2022-12-07T12:04:17+0300
Токарь 5-6 разряда,,,,Владимир,2022-12-07T15:58:16+0300
Разработчик PL/SQL,,,,Пермь,2022-12-07T12:10:38+0300
Слесарь-сборщик РЭА и приборов,,,,Москва,2022-12-07T15:17:17+0300
JavaScript/TypeScript-разработчик,80000.0,200000.0,RUR,Воронеж,2022-12-07T12:15:16+0300
Ведущий инженер СХД (Brocade SAN),,,,Москва,2022-12-07T12:31:02+0300
ИТ бизнес-аналитик (Коммерческое направление),,,,Москва,2022-12-07T16:30:33+0300
Оператор станков с ЧПУ,93000.0,,RUR,Красногорск,2022-12-07T15:30:33+0300
Редактор английского языка,,,,Санкт-Петербург,2022-12-07T14:40:38+0300
Токарь в г. Магнитогорск,110000.0,110000.0,RUR,Тюмень,2022-12-07T13:51:10+0300
Специалист по видеонаблюдению,80000.0,,RUR,Санкт-Петербург,2022-12-07T12:01:25+0300
Инженер технической поддержки,,,,Поронайск,2022-12-07T14:23:28+0300
Аналитик финансово-хозяйственной деятельности предприятия,,,,Москва,2022-12-07T16:31:03+0300
Токарь,120000.0,130000.0,RUR,Воронеж,2022-12-07T17:50:59+0300
Помощник системного администратора,,,,Санкт-Петербург,2022-12-07T15:21:09+0300
Ведущий разработчик С++ (Linux),,,,Москва,2022-12-07T15:05:35+0300
Менеджер по ассортиментному планированию,,,,Москва,2022-12-07T13:06:50+0300
Разработчик RPA,,,,Москва,2022-12-07T12:39:11+0300
Сервисный инженер,50000.0,,RUR,Выборг,2022-12-07T14:12:05+0300
Writer ADME,,,,Бишкек,2022-12-07T12:24:53+0300
Оператор станков с ПУ,129000.0,,RUR,Пермь,2022-12-07T15:02:46+0300
Токарь 5-6 разряда,,,,Ростов-на-Дону,2022-12-07T15:58:16+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Набережные Челны,2022-12-07T14:39:52+0300
Главный инженер по сопровождению,,,,Москва,2022-12-07T15:37:52+0300
Токарь 5-6 разряда,,,,Кострома,2022-12-07T15:58:16+0300
Chief Product Оwner - PaaS (Governance),,,,Москва,2022-12-07T17:11:31+0300
Специалист по сервисному обслуживанию,65000.0,,RUR,Зеленоград,2022-12-07T16:15:27+0300
UI\UX Дизайнер,,,,Москва,2022-12-07T15:03:06+0300
"Специалист технической поддержки, Ozon Tech, Хоругвино",,,,Солнечногорск,2022-12-07T12:31:46+0300
Инженер-программист,50000.0,,RUR,Петрозаводск,2022-12-07T12:59:37+0300
Старший инженер-механик,65000.0,75000.0,RUR,Дмитров,2022-12-07T13:40:46+0300
Склейщик заготовок из древесины,40000.0,,RUR,Гатчина,2022-12-07T12:59:23+0300
Аналитик отдела продаж,55000.0,70000.0,RUR,Краснодар,2022-12-07T12:13:44+0300
Токарь,110000.0,,RUR,Тула,2022-12-07T14:50:27+0300
Frontend React/VueJS developer,160000.0,220000.0,RUR,Калининград,2022-12-07T16:22:46+0300
Главный системный аналитик,,,,Москва,2022-12-07T16:24:14+0300
Наладчик ТПА,40000.0,60000.0,RUR,Запрудня (Московская область),2022-12-07T15:31:26+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Ижевск,2022-12-07T14:39:51+0300
Токарь,110000.0,,RUR,Владимир,2022-12-07T14:50:27+0300
Риск-менеджер (Управление валидации),,,,Москва,2022-12-07T16:27:52+0300
Сервис менеджер ITSM,,,,Москва,2022-12-07T17:56:48+0300
Программист микроконтролеров,,95000.0,RUR,Лобня,2022-12-07T14:37:40+0300
Фрезеровщик-универсал,25000.0,,RUR,Саратов,2022-12-07T15:26:49+0300
Инженер по ремонту оргтехники (подработка),25000.0,45000.0,RUR,Самара,2022-12-07T12:59:07+0300
Разработчик DWH,,,,Санкт-Петербург,2022-12-07T13:36:34+0300
Java/Kotlin разработчик,,,,Москва,2022-12-07T16:24:21+0300
Консультант 1С КА,150000.0,,RUR,Москва,2022-12-07T16:54:56+0300
Golang developer (middle),,,,Москва,2022-12-07T12:59:21+0300
Функциональный архитектор ERP,,,,Москва,2022-12-07T13:38:01+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Петрозаводск,2022-12-07T14:39:52+0300
Токарь,110000.0,,RUR,Калуга,2022-12-07T14:50:27+0300
"Менеджер техподдержки (эксплуатация здания, Ашан, ТЦ Вегас)",,110000.0,RUR,Москва,2022-12-07T15:14:37+0300
Токарь 5-6 разряда,,,,Вологда,2022-12-07T15:58:16+0300
Протяжник,109000.0,,RUR,Ижевск,2022-12-07T12:39:02+0300
Senior Java Developer,,,,Москва,2022-12-07T14:53:57+0300
Эксперт / Бизнес-аналитик в Competitive Center,,,,Москва,2022-12-07T16:25:11+0300
Механик,40000.0,40000.0,RUR,Курск,2022-12-07T17:14:35+0300
Аналитик,,,,Москва,2022-12-07T17:17:33+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Казань,2022-12-07T14:39:51+0300
Технический специалист,34000.0,,RUR,Городище,2022-12-07T17:36:37+0300
Инженер-программист,21280.0,24555.0,RUR,Тамбов,2022-12-07T13:07:15+0300
Фрезеровщик,115000.0,,RUR,Калуга,2022-12-07T13:15:40+0300
Инженер-программист,50000.0,54000.0,RUR,Верхняя Пышма,2022-12-07T13:54:37+0300
Специалист по технической поддержке пользователей,,,,Арзамас,2022-12-07T15:12:49+0300
Инженер по ремонту,81900.0,81900.0,RUR,Солнечногорск,2022-12-07T15:20:34+0300
Токарь 5-6 разряда,,,,Калуга,2022-12-07T15:58:16+0300
Оператор станков с ЧПУ,93000.0,,RUR,Москва,2022-12-07T15:29:36+0300
"Слесарь/наладчик станков, в г. Санкт-Петербург",,106000.0,RUR,Вологда,2022-12-07T14:39:52+0300
Станочник широкого профиля,90000.0,,RUR,Стерлитамак,2022-12-07T14:37:41+0300
Токарь 5-6 разряда,,,,Тверь,2022-12-07T15:58:16+0300
Контролер-аналитик,,,,Москва,2022-12-07T17:00:19+0300
Оператор станка с ЧПУ,45000.0,,RUR,Химки,2022-12-07T13:36:20+0300
Специалист группы поддержки инфраструктуры,,,,Москва,2022-12-07T16:29:55+0300
Главный специалист по информационной безопасности,,,,Тюмень,2022-12-07T13:28:19+0300
Архитектор/ведущий консультант - аналитик 1С,,,,Москва,2022-12-07T14:03:09+0300
Главный механик (Египет),,,,Москва,2022-12-07T17:53:02+0300
Специалист технической поддержки по 1С,40000.0,90000.0,RUR,Кемерово,2022-12-07T14:06:41+0300
JavaScript/TypeScript-разработчик,80000.0,200000.0,RUR,Белгород,2022-12-07T12:14:34+0300
Токарь 5-6 разряда,,,,Пенза,2022-12-07T15:58:16+0300
Специалист по машинному обучению в области речевых технологий,,,,Санкт-Петербург,2022-12-07T17:09:46+0300
Руководитель проектов по консалтингу (Цифровизация производственных предприятий),200000.0,,RUR,Новосибирск,2022-12-07T16:23:28+0300
Ведущий разработчик ETL (Розничные риски),,,,Санкт-Петербург,2022-12-07T17:07:52+0300
Team lead 1c,,,,Москва,2022-12-07T16:31:07+0300
Аналитик CRM,,,,Москва,2022-12-07T17:36:53+0300
Механик по выпуску транспорта,60000.0,,RUR,Абинск,2022-12-07T15:56:07+0300
Ведущий специалист корпоративной безопасности,60000.0,,RUR,Волгоград,2022-12-07T16:43:57+0300
Системный администратор / Devops engineer,,,,Москва,2022-12-07T17:04:26+0300
Продакт-менеджер,,,,Екатеринбург,2022-12-07T13:46:25+0300
Директор по эксплуатации и технической политике,,,,Екатеринбург,2022-12-07T12:04:37+0300
"Токарь-универсал (16к20, 1к62, лобовые)",100000.0,110000.0,RUR,Пермь,2022-12-07T12:13:48+0300
Инженер-администратор телекоммуникационных систем (сетевой инженер),,,,Гродно,2022-12-07T13:50:44+0300
Дежурный инцидент-менеджер,,,,Москва,2022-12-07T16:37:01+0300
QA Trainee,500.0,,USD,Ташкент,2022-12-07T13:05:53+0300
Фрезеровщик,80000.0,90000.0,RUR,Стерлитамак,2022-12-07T14:10:44+0300
Токарь-универсал 5 разряда,51000.0,55000.0,RUR,Киров (Кировская область),2022-12-07T15:02:58+0300
Токарь-универсал,40000.0,,RUR,Таганрог,2022-12-07T15:43:54+0300
Node JS Разработчик,,,,Москва,2022-12-07T13:03:54+0300
Тестировщик-автоматизатор на Python,,,,Москва,2022-12-07T13:03:03+0300
Токарь 5-6 разряда,,,,Самара,2022-12-07T15:58:16+0300
Специалист технической поддержки,35000.0,,RUR,Ставрополь,2022-12-07T14:28:11+0300
Токарь,115000.0,,RUR,Калуга,2022-12-07T13:13:34+0300
Инженер-системотехник,1000.0,,BYR,Жодино,2022-12-07T16:50:11+0300
